date,track,artist,feats,current_pos,peak_pos,prev_pos,streak,streams,country,country_short,track_uri,artist_uri
2023-12-28,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,['B. Swanson Quartet'],30,12,49,5,16719,Estonia,ee,4kKdvXD0ez7jp1296JmAts,1Mxqyy3pSjf8kZZL4QVxS0
2023-12-28,Merry Christmas Everyone,Shakin' Stevens,[],31,31,51,5,16509,Estonia,ee,2TE4xW3ImvpltVU0cPcKUn,0wi4yTYlGtEnbGo4ltZTib
2023-12-28,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status,"['Bou', 'Flowdan', 'IRAH', 'Trigga', 'Takura']",32,8,26,22,16370,Estonia,ee,2ZWmmrWUgDBcPSLihBMvhg,3jNkaOXasoc7RsxdchvEVq
2023-12-28,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,[],33,14,70,4,16073,Estonia,ee,1SV1fxF65n9NhRHp3KlBuu,4STHEaNw4mPZ2tzheohgXB
2023-12-28,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,['Yoko Ono'],34,18,58,4,15845,Estonia,ee,27RYrbL6S02LNVhDWVl38b,4x1nvY2FN8jxqAFA0DA02H
2023-12-28,Vois sur ton chemin - Techno Mix,BENNETT,[],35,35,35,13,15736,Estonia,ee,31nfdEooLEq7dn3UMcIeB5,1r43wW70tnGUauQYvY5w48
2023-12-28,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,"['The Fontane Sisters', 'Mitchell Ayres & His Orchestra']",36,26,65,4,15690,Estonia,ee,2pXpURmn6zC5ZYDMms6fwa,5v8jlSmAQfrkTjAlpUfWtu
2023-12-28,Ära Ärata,nublu,[],37,1,31,38,15686,Estonia,ee,6ZMDwqvyv7rR1rlFXJs1Ro,2cNMMulo6S2a0tHrwX2s6i
2023-12-28,Пыяла,AIGEL,[],38,17,27,5,15528,Estonia,ee,1nZHWDoDoP0Dtgup8jTW2u,1gpjSKJC0UekvhaI8fAcoq
2023-12-28,Santa's Coming for Us,Sia,[],39,39,54,4,15437,Estonia,ee,1N1ZpYUJc9fwrqk53FGgWv,5WUlDfRSoLAfcVSX1WnrxN
2023-12-28,Jingle Bells - Remastered 1999,Frank Sinatra,[],40,40,81,4,15268,Estonia,ee,4HEOgBHRCExyYVeTyrXsnL,1Mxqyy3pSjf8kZZL4QVxS0
2023-12-28,Paint The Town Red,Doja Cat,[],41,1,28,21,15059,Estonia,ee,56y1jOTK0XSvJzVv9vHQBK,5cj0lLjcoR7YOSnhnX0Po5
2023-12-28,White Christmas - 1947 Version,Bing Crosby,"['Ken Darby Singers', 'John Scott Trotter & His Orchestra']",42,22,107,4,14994,Estonia,ee,4so0Wek9Ig1p6CRCHuINwW,6ZjFtWeHP9XN7FeKSUe80S
2023-12-28,My Love Mine All Mine,Mitski,[],43,14,30,15,14876,Estonia,ee,3vkCueOmm7xQDoJ17W1Pm3,2uYWxilOVlUdk4oV9DvwqK
2023-12-28,Merry Christmas,Ed Sheeran,['Elton John'],44,28,82,4,14685,Estonia,ee,3bH2Eu9A9ymI4UnGHRmoXg,6eUKZXaKkcviH0Ku9w2n3V
2023-12-28,Daylight,David Kushner,[],45,2,32,37,14604,Estonia,ee,1odExI7RdWc4BT515LTAwj,33NVpKoXjItPwUJTMZIOiY
2023-12-28,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,"['JENNIE', 'Lily-Rose Depp']",46,27,33,8,14485,Estonia,ee,7CyPwkp0oE8Ro9Dd5CUDjW,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd,"['Playboi Carti', 'Madonna']",47,1,40,30,14021,Estonia,ee,6WzRpISELf3YglGAh7TXcG,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Run Rudolph Run,Chuck Berry,[],48,48,108,4,13551,Estonia,ee,2pnPe4pJtq7689i5ydzvJJ,293zczrfYafIItmnmM3coR
2023-12-28,Please Come Home for Christmas - 2013 Remaster,Eagles,[],49,49,130,3,13333,Estonia,ee,3QIoEi8Enr9uHffwInGIsC,0ECwFtbIWEVNwjlrfc6xoL
2023-12-28,Have Yourself A Merry Little Christmas,Sam Smith,[],50,24,78,4,13245,Estonia,ee,1Qi2wh8fFgDV7tl4Sj3f2K,2wY79sveU1sp5g7SokKOiI
2023-12-28,Heartless,Kanye West,[],51,35,39,47,13226,Estonia,ee,4EWCNWgDS8707fNSZ1oaA5,5K4W6rqBFWDnAN6FQUkS6x
2023-12-28,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,['Henri René and His Orchestra'],52,52,115,3,13133,Estonia,ee,1foCxQtxBweJtZmdxhEHVO,1AwO9pWEBSBoWdEZu28XDC
2023-12-28,Blue Christmas,Elvis Presley,[],53,44,140,2,13032,Estonia,ee,3QiAAp20rPC3dcAtKtMaqQ,43ZHCT0cAZBISjO8DG9PnE
2023-12-28,Not Allowed,TV Girl,[],54,33,36,18,12762,Estonia,ee,3IznIgmXtrUaoPWpQTy5jB,0Y6dVaC9DZtPNH4591M42W
2023-12-28,BOP BOP! (Yves V Remix) - Extended,VIVIZ,['Yves V'],55,55,NaN,1,12733,Estonia,ee,77UhaG1vNhmflwM60U236f,7Lq3yAtwi0Z7zpxEwbQQNZ
2023-12-28,Rudolph The Red-Nosed Reindeer,Dean Martin,[],56,56,98,4,12730,Estonia,ee,2L9QLAhrvtP4EYg1lY0Tnw,49e4v89VmlDcFCMyDv9wQ9
2023-12-28,MY EYES,Travis Scott,[],57,14,43,22,12723,Estonia,ee,4kjI1gwQZRKNDkw1nI475M,0Y5tJX1MQlPlqiwlOH1tJY
2023-12-28,FE!N (feat. Playboi Carti),Travis Scott,['Playboi Carti'],58,3,53,22,12570,Estonia,ee,42VsgItocQwOQC3XWZ8JNA,0Y5tJX1MQlPlqiwlOH1tJY
2023-12-28,Like It's Christmas,Jonas Brothers,[],59,59,106,4,12546,Estonia,ee,1OjmlSFuzYflWjSMTCyTJv,7gOdHgIoIKoe4i9Tta6qdD
2023-12-28,Do They Know It's Christmas? - 1984 Version,Band Aid,[],60,11,123,4,12450,Estonia,ee,4Yg2w0P29BBBMixyeNjDtj,35S20clEkkSNUo23ViaslZ
2023-12-28,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,"['Sexyy Red', 'SZA']",61,21,95,12,12313,Estonia,ee,1yeB8MUNeLo9Ek1UEpsyz6,3TVXtAsR1Inumwj472S9r4
2023-12-28,fukumean,Gunna,[],62,10,44,27,12269,Estonia,ee,4rXLjWdF2ZZpXCVTfWcshS,2hlmm7s2ICUX0LVIhVFlZQ
2023-12-28,duubel5-v2.mp3,nublu,[],63,2,38,31,12232,Estonia,ee,71xR5xqbuaMbxlrChk07g9,2cNMMulo6S2a0tHrwX2s6i
2023-12-28,Friesenjung,Ski Aggu,"['Joost', 'Otto Waalkes']",64,9,45,26,12215,Estonia,ee,7b8Z1GU2plJy3aASZTiolF,6CP5wWvO8oIxedESJNCN4H
2023-12-28,Flashing Lights,Kanye West,['Dwele'],65,39,47,45,11993,Estonia,ee,5TRPicyLGbAF2LGBFbHGvO,5K4W6rqBFWDnAN6FQUkS6x
2023-12-28,"Santa, Can’t You Hear Me",Kelly Clarkson,['Ariana Grande'],66,66,120,4,11950,Estonia,ee,2O3MQ6H3gjrIWDcpeTrikT,3BmGtnKgCSGYIUhmivXKWX
2023-12-28,Sel ööl on tunne,Liis Lemsalu,[],67,67,178,2,11893,Estonia,ee,28P9JpfniyfNQB0J0jSZaD,2rdUWyphqOltYR6zPaMPrU
2023-12-28,Runaway,Kanye West,['Pusha T'],68,33,42,8,11849,Estonia,ee,3DK6m7It6Pw857FcQftMds,5K4W6rqBFWDnAN6FQUkS6x
2023-12-28,Deck The Hall,Nat King Cole,[],69,58,160,2,11737,Estonia,ee,0rHToGels2lt8Y0mCYoF90,7v4imS0moSyGdXyLgVTIV7
2023-12-28,Cigarettes out the Window,TV Girl,[],70,37,41,19,11710,Estonia,ee,6QeYSvYqYUsfBzsApbjDHO,0Y6dVaC9DZtPNH4591M42W
2023-12-28,Little Saint Nick - 1991 Remix,The Beach Boys,[],71,71,161,2,11511,Estonia,ee,5xlS0QkVrSH7ssEbBgBzbM,3oDbviiivRWhXwIE8hxkVV
2023-12-28,Happy Nation,Ace of Base,[],72,72,118,2,11234,Estonia,ee,7yCF65vpc7sUwPjftI0iFb,5ksRONqssB7BR161NTtJAm
2023-12-28,I Wanna Be Yours,Arctic Monkeys,[],73,32,50,75,11205,Estonia,ee,5XeFesFbtLpXzIVDNQP22n,7Ln80lUS6He07XvHI8qqHH
2023-12-28,Starboy,The Weeknd,['Daft Punk'],74,1,56,79,11200,Estonia,ee,7MXVkk9YMctZqd1Srtv4MB,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Hallelujah,Pentatonix,[],75,75,142,4,11189,Estonia,ee,550rQQCGkrTzvp4SfpOPzx,26AHtbjWKiwYzsoGoUZq53
2023-12-28,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,['Meghan Trainor'],76,26,129,4,11188,Estonia,ee,5Q2P43CJra0uRAogjHyJDK,0qSX3s5pJnAlSsgsCne8Cz
2023-12-28,Valge Valgus,Liis Lemsalu,[],77,44,103,3,11125,Estonia,ee,2QK2JrRrO9FdClriT4xyUZ,2rdUWyphqOltYR6zPaMPrU
2023-12-28,KUHU KADUS STEN?,gameboy tetris,['nublu'],78,1,59,60,11101,Estonia,ee,63YH4W1jfTXbuS9LNSCTXB,5LWs2DNQhJXiG6X2o4XUpQ
2023-12-28,Sweater Weather,The Neighbourhood,[],79,11,52,183,11044,Estonia,ee,2QjOHCTQ1Jl3zawyYOpxh6,77SW9BnxLY8rJ0RciFqkHh
2023-12-28,üksinda,villemdrillem,['Karl Killing'],80,2,60,8,10979,Estonia,ee,3twcQodZ6qtF8sGydUJKL6,5nZADoZFWVB90dHpk5zvXy
2023-12-28,Surround Sound (feat. 21 Savage & Baby Tate),JID,"['21 Savage', 'Baby Tate']",81,28,46,7,10845,Estonia,ee,1udwFobQ1JoOdWPQrp2b6u,6U3ybJ9UHNKEdsH7ktGBZ7
2023-12-28,Cha Cha Cha,Käärijä,[],82,1,64,35,10776,Estonia,ee,5RX8T3EoTuXcybAxe6oPAw,6LkMGN0t3HDNL8hIvma70r
2023-12-28,ecstacy (slowed),SUICIDAL-IDOL,[],83,7,55,19,10711,Estonia,ee,1JgknGBbrfmEHeOZH051SS,6KOszWgIriJLaPOySuBOTI
2023-12-28,Jõulutaat On Poolel Teel,Maarja,[],84,84,NaN,1,10628,Estonia,ee,3Neimzo349GQOWHAaihvDy,4kPbFLAu3J3rH67cilUcXg
2023-12-28,Cruel Summer,Taylor Swift,[],85,18,61,28,10583,Estonia,ee,1BxfuPKGuaTgP7aM0Bbdwr,06HL4z0CvFAxyc27GXpf02
2023-12-28,This Christmas,Donny Hathaway,[],86,86,NaN,1,10473,Estonia,ee,7MSYSOobsombc1mbDWFxtD,0HU0U9kdXEHZVxUNbuQe8S
2023-12-28,Santa Claus Is Coming To Town,The Jackson 5,[],87,62,164,4,10264,Estonia,ee,6a1hzBiTkgqTsDA0Xgfh9z,2iE18Oxc8YSumAU232n4rW
2023-12-28,Without Me,Eminem,[],88,34,63,130,10170,Estonia,ee,7lQ8MOhq6IN2w8EYcFNSUk,7dGJo4pcD2V6oG8kP0tJRR
2023-12-28,500lbs,Lil Tecca,[],89,53,67,14,10102,Estonia,ee,6rjuKpPydT2SxN15TZpV7r,4Ga1P7PMIsmqEZqhYZQgDo
2023-12-28,Star Shopping,Lil Peep,[],90,39,85,131,10080,Estonia,ee,6Ox1rvlwEpB49drasQm6RF,2kCcBybjl3SAtIcwdWpUe3
2023-12-28,kastehein,nublu,[],91,1,83,73,10080,Estonia,ee,41XLcwECxYj7tokaF2a7sA,2cNMMulo6S2a0tHrwX2s6i
2023-12-28,The Real Slim Shady,Eminem,[],92,35,71,145,10067,Estonia,ee,3yfqSUWxFvZELEM4PmlwIR,7dGJo4pcD2V6oG8kP0tJRR
2023-12-28,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,"['Imogen Heap', 'Clams Casino']",93,63,88,18,9958,Estonia,ee,3ZaEs1O8BG581qYPHpQ8d6,13ubrt8QOOCPljQ2FL1Kca
2023-12-28,Father Stretch My Hands Pt. 1,Kanye West,[],94,90,93,8,9872,Estonia,ee,4KW1lqgSr8TKrvBII0Brf8,5K4W6rqBFWDnAN6FQUkS6x
2023-12-28,No Role Modelz,J. Cole,[],95,31,84,157,9811,Estonia,ee,68Dni7IE4VyPkTOH9mRWHr,6l3HvQ5sa6mXTsMTB19rO5
2023-12-28,Paaristõuked,5MIINUST,['villemdrillem'],96,1,111,3,9794,Estonia,ee,5fhn8aAo9FAl1pVLsMPOPk,6acByqWJeuaM0TX5VoY6an
2023-12-28,Talveöö,Getter Jaani,"['KOIT TOOME', 'Karl Madis']",97,97,NaN,1,9787,Estonia,ee,11V97Lph77IOJYeVqSTTwi,10pMyCRhDkBpyuc38QOlKf
2023-12-28,Lovers Rock,TV Girl,[],98,68,76,19,9740,Estonia,ee,6dBUzqjtbnIa1TwYbyw5CM,0Y6dVaC9DZtPNH4591M42W
2023-12-28,Swimming Pools (Drank),Kendrick Lamar,[],99,99,192,3,9722,Estonia,ee,6REbwUNlppTfcnV4d4ZoZi,2YZyLoL8N0Wb9xBt1NhZWg
2023-12-28,Christmas Lights,Coldplay,[],100,61,NaN,1,9710,Estonia,ee,4fzyvSu73BhGvi96p2zwjL,4gzpq5DPGxSnKTe4SA8HAU
2023-12-28,The Night We Met,Lord Huron,[],101,29,66,23,9700,Estonia,ee,3hRV0jL3vUpRrcy398teAU,6ltzsmQQbmdoHHbLZ4ZN25
2023-12-28,Godzilla (feat. Juice WRLD),Eminem,['Juice WRLD'],102,3,57,4,9669,Estonia,ee,7FIWs0pqAYbP91WWM0vlTQ,7dGJo4pcD2V6oG8kP0tJRR
2023-12-28,(It Goes Like) Nanana - Edit,Peggy Gou,[],103,3,77,28,9653,Estonia,ee,23RoR84KodL5HWvUTneQ1w,2mLA48B366zkELXYx7hcDN
2023-12-28,Water,Tyla,[],104,15,75,15,9640,Estonia,ee,5aIVCx5tnk0ntmdiinnYvw,3SozjO3Lat463tQICI9LcE
2023-12-28,Panama Paberid,Reket,[],105,21,92,22,9590,Estonia,ee,5d7vwB9AONHx1nvA9S7YPW,4vnAcwsYeJD9QcQsowEuKN
2023-12-28,Jõulud rõõmsaks,Ott Lepland,[],106,106,NaN,1,9571,Estonia,ee,3Q6ya4T8dTIiJhppOKNjZv,4ptP0tV3C4F8cJMkWzdtXv
2023-12-28,Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,"['Future', 'Don Toliver']",107,24,87,43,9559,Estonia,ee,2Hh3ETdQKrmSI3QS0hme7g,0iEtIxbK0KxaSlF7G42ZOp
2023-12-28,Heartbeat,Childish Gambino,[],108,68,68,11,9547,Estonia,ee,0zo4aX57COch7Wh3NRImTM,73sIBHcqh3Z3NyqHKZ7FOL
2023-12-28,Thank God It's Christmas - Non-Album Single,Queen,[],109,107,NaN,1,9533,Estonia,ee,2xGO2UjzxeVQSIkyg98vck,1dfeR4HaWDbWqFHLkxsg1d
2023-12-28,Step Into Christmas - Remastered 1995,Elton John,[],110,45,NaN,1,9505,Estonia,ee,11P4sSu6BH2lAbWk1sL6cK,3PhoLpVuITZKcymswpck5b
2023-12-28,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,['The Puppini Sisters'],111,111,171,2,9465,Estonia,ee,4qBejt9FeqLI9blHI1Nq1x,1GxkXlMwML1oSg5eLPiAz3
2023-12-28,Sonne,Rammstein,[],112,27,74,11,9380,Estonia,ee,3gVhsZtseYtY1fMuyYq06F,6wWVKhxIU2cEi0K81v7HvP
2023-12-28,Apocalypse,Cigarettes After Sex,[],113,40,90,84,9370,Estonia,ee,0yc6Gst2xkRu0eMLeRMGCX,1QAJqy2dA3ihHBFIHRphZj
2023-12-28,See You Again (feat. Kali Uchis),"Tyler, The Creator",['Kali Uchis'],114,6,109,38,9340,Estonia,ee,7KA4W4McWYRpgf0fWsJZWB,4V8LLVI7PbaPR0K2TGSxFF
2023-12-28,Mõtled mu peale,Clicherik & Mäx,[],115,1,102,41,9335,Estonia,ee,0rU7npV4r98dxKPskCfe6Q,2K5ujJoG9L4INBflflfxtk
2023-12-28,Blinding Lights,The Weeknd,[],116,1,96,213,9327,Estonia,ee,0VjIjW4GlUZAMYd2vXMi3b,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Nightcrawler (feat. Swae Lee & Chief Keef),Travis Scott,"['Swae Lee', 'Chief Keef']",117,89,89,5,9315,Estonia,ee,3xby7fOyqmeON8jsnom0AT,0Y5tJX1MQlPlqiwlOH1tJY
2023-12-28,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,[],118,108,NaN,1,9277,Estonia,ee,25leEEaz1gIpp7o21Fqyjo,5ixB75BQR3ADoWQkcHQJTs
2023-12-28,Santa Claus Is Coming to Town,Michael Bublé,[],119,28,196,2,9276,Estonia,ee,7Ivelh8N9J25Yj9KKxYj6w,1GxkXlMwML1oSg5eLPiAz3
2023-12-28,My Only Wish (This Year),Britney Spears,[],120,62,NaN,1,9266,Estonia,ee,0YWUHZPJVg4iujddsJDwhM,26dSoYclwsYLMAKD3tpOr4
2023-12-28,Mele Kalikimaka - New mono-to-stereo mix,Bing Crosby,['The Andrews Sisters'],121,119,NaN,1,9260,Estonia,ee,6yzNzQxqsIY3zRsTwzLI3v,6ZjFtWeHP9XN7FeKSUe80S
2023-12-28,Joy To The World,Nat King Cole,[],122,82,NaN,1,9248,Estonia,ee,1VuAamHM7P3VQQEXYGG3Uu,7v4imS0moSyGdXyLgVTIV7
2023-12-28,Sprinter,Dave,['Central Cee'],123,4,73,30,9239,Estonia,ee,2FDTHlrBguDzQkp7PVj16Q,6Ip8FS7vWT1uKkJSweANQK
2023-12-28,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,[],124,4,79,24,9198,Estonia,ee,6wf7Yu7cxBSPrRlWeSeK0Q,6qqNVTkY8uBg9cP3Jd7DAH
2023-12-28,Why'd You Only Call Me When You're High?,Arctic Monkeys,[],125,50,99,78,9178,Estonia,ee,086myS9r57YsLbJpU0TgK9,7Ln80lUS6He07XvHI8qqHH
2023-12-28,Winter Wonderland - Spotify Singles Holiday,Laufey,[],126,126,NaN,1,9097,Estonia,ee,1LmkdWSxjCV7wKTPsCvYWN,7gW0r5CkdEUMm42w9XpyZO
2023-12-28,Last Christmas,Ariana Grande,[],127,118,NaN,1,9022,Estonia,ee,5xDrO9DEDJGUQGfyoHvgDJ,66CXWjxzNUsdJxJ2JdwvnR
2023-12-28,"Baby, It's Cold Outside",Dean Martin,[],128,71,NaN,1,8991,Estonia,ee,4MrfQL4TYQXJBlZYpAHTuE,49e4v89VmlDcFCMyDv9wQ9
2023-12-28,Mockingbird,Eminem,[],129,5,91,64,8969,Estonia,ee,561jH07mF1jHuk7KlaeF0s,7dGJo4pcD2V6oG8kP0tJRR
2023-12-28,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,[],130,23,72,6,8946,Estonia,ee,17cia5k4BpGVlyEfqrFH50,1McMsnEElThX1knmY4oliG
2023-12-28,Homecoming,Kanye West,['Chris Martin'],131,68,80,14,8934,Estonia,ee,4iz9lGMjU1lXS51oPmUmTe,5K4W6rqBFWDnAN6FQUkS6x
2023-12-28,Talve Võlumaa,Getter Jaani,[],132,132,NaN,1,8923,Estonia,ee,1750ILN67BXXhgWlgteEYy,10pMyCRhDkBpyuc38QOlKf
2023-12-28,Another Love,Tom Odell,[],133,6,101,151,8907,Estonia,ee,7jtQIBanIiJOMS6RyCx6jZ,2txHhyCwHjUEpJjWrEyqyX
2023-12-28,I'll Be Home for Christmas,Michael Bublé,[],134,60,NaN,1,8894,Estonia,ee,0GyXfYRuvG9nt71zF99SER,1GxkXlMwML1oSg5eLPiAz3
2023-12-28,Stargirl Interlude,The Weeknd,['Lana Del Rey'],135,42,97,78,8882,Estonia,ee,5gDWsRxpJ2lZAffh5p7K0w,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Lumisel Teel,Vallatud Vestid,[],136,136,NaN,1,8855,Estonia,ee,40yDpMxatVXDjChDykw24s,6esSIUzpgq5W1yMP7Xel72
2023-12-28,What Christmas Means To Me,Stevie Wonder,[],137,92,NaN,1,8839,Estonia,ee,5eK52eAjFLLBNhOUIuBnBe,7guDJrEfX3qb6FEbdPA5qi
2023-12-28,Houdini,Dua Lipa,[],138,15,69,7,8827,Estonia,ee,4OMJGnvZfDvsePyCwRGO7X,6M2wZ9GZgrQXHCFfjv46we
2023-12-28,Filipiin,FMMB,[],139,17,135,23,8807,Estonia,ee,3wVRHQxN5CcUjwUvPHXx5Z,1YJWXvN2xsSda7GwPEEPra
2023-12-28,Winter Wonderland,Tony Bennett,[],140,47,NaN,1,8740,Estonia,ee,1yxcKrEcxt4O03IIC25yHk,2lolQgalUvZDfp5vvVtTYV
2023-12-28,Nun id change,Yeat,[],141,19,110,25,8738,Estonia,ee,00zk0uua6s2ifh0Nc3ppfW,3qiHUAX7zY4Qnjx8TNUzVx
2023-12-28,Olgu nii - Estonian Version,Hanna-Liina Vosa,[],142,142,NaN,1,8696,Estonia,ee,1k9zKpTY6tUxwxaKJUQgRM,5knK9BSwHvpGqTfdRatXRm
2023-12-28,The Color Violet,Tory Lanez,[],143,30,114,59,8674,Estonia,ee,3azJifCSqg9fRij2yKIbWz,2jku7tDXc6XoB6MO2hFuqg
2023-12-28,I'm Good (Blue),David Guetta,['Bebe Rexha'],144,1,105,70,8654,Estonia,ee,4uUG5RXrOk84mYEfFvj3cK,1Cs0zKBU1kc0i8ypK3B9ai
2023-12-28,Would You (go to bed with me?),Campbell,['Alcemist'],145,33,122,20,8637,Estonia,ee,2N8gR2yftrHbZR53U5kYnX,5udgXJYWwK7cchnPSKqEkK
2023-12-28,Jõuluõhtu Valgus -Heade Mõtete Algus,Ivo Linna,"['Laura Põldvere', 'Ly Lumiste', 'Lauri Liiv']",146,146,NaN,1,8614,Estonia,ee,4dPQYiHQcDEtX7mT8rCUxR,50soVcuWtQZM8KRN4l9H6g
2023-12-28,Frosty The Snowman,Ella Fitzgerald,[],147,128,NaN,1,8524,Estonia,ee,65irrLqfCMRiO3p87P4C0D,5V0MlUE1Bft0mbLlND7FJz
2023-12-28,I Wonder,Kanye West,[],148,72,112,9,8507,Estonia,ee,7rbECVPkY5UODxoOUVKZnA,5K4W6rqBFWDnAN6FQUkS6x
2023-12-28,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,[],149,74,NaN,1,8486,Estonia,ee,6s2wpWPFPAgKg2LXxi1Oee,3eqjTLE0HfPfh78zjh6TqT
2023-12-28,SPIT IN MY FACE!,ThxSoMch,[],150,3,133,58,8475,Estonia,ee,1N8TTK1Uoy7UvQNUazfUt5,4MvZhE1iuzttcoyepkpfdF
2023-12-28,?mis sa tegid,5MIINUST,[],151,1,152,2,8408,Estonia,ee,4VJpJ0g4b0KqF7KZHiwOpV,6acByqWJeuaM0TX5VoY6an
2023-12-28,Save Your Tears,The Weeknd,[],152,2,113,5,8389,Estonia,ee,5QO79kh1waicV47BqGRL3g,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,I'll Be Home,Meghan Trainor,[],153,82,NaN,1,8359,Estonia,ee,0lTurWECr2XL607eJAj1A3,6JL8zeS1NmiOftqZTRgdTz
2023-12-28,На заре,Basta,[],154,105,139,4,8332,Estonia,ee,4qlMFQs9oEp5bVxERhTZBU,7as5DY4Rz9jac9tgoTrj9H
2023-12-28,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,[],155,42,NaN,1,8273,Estonia,ee,6pVW5LRWgeLaHudxauOTJU,77tT1kLj6mCWtFNqiOmP9H
2023-12-28,MONEY ON THE DASH - SPED UP,Elley Duhé,['Whethan'],156,113,155,6,8248,Estonia,ee,086THPnabbu1zfDjRsxpoN,67MNhiAICFY6Pwc2YxCO0K
2023-12-28,Agora Hills,Doja Cat,[],157,30,104,14,8245,Estonia,ee,5PyDJG7SQRgWXefgexqIge,5cj0lLjcoR7YOSnhnX0Po5
2023-12-28,One Dance,Drake,"['Wizkid', 'Kyla']",158,19,187,6,8165,Estonia,ee,1zi7xx7UVEFkmKfv06H8x0,3TVXtAsR1Inumwj472S9r4
2023-12-28,Revenge,XXXTENTACION,[],159,23,116,98,8163,Estonia,ee,5TXDeTFVRVY7Cvt0Dw4vWW,15UsOTVnJzReFVN1VCnxy4
2023-12-28,Mistletoe And Holly - Remastered 1999,Frank Sinatra,[],160,70,NaN,1,8156,Estonia,ee,7faDzZnZYqTyYThx2sbHVQ,1Mxqyy3pSjf8kZZL4QVxS0
2023-12-28,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,"['The Weeknd', '21 Savage']",161,1,100,56,8155,Estonia,ee,2dHHgzDwk4BJdRwy9uXhTO,0iEtIxbK0KxaSlF7G42ZOp
2023-12-28,Softcore,The Neighbourhood,[],162,4,131,20,8143,Estonia,ee,2K7xn816oNHJZ0aVqdQsha,77SW9BnxLY8rJ0RciFqkHh
2023-12-28,Flowers,Miley Cyrus,[],163,1,117,50,8131,Estonia,ee,7DSAEUvxU8FajXtRloy8M0,5YGY8feqx7naU7z4HrwZM6
2023-12-28,Psycho Dreams (Sped Up),Kill Eva,['ENCASSATOR'],164,41,134,31,8125,Estonia,ee,6yt46G7lWn0oC2FEZZDsi6,6hKH8NJ9tDDqDEOWtiUntb
2023-12-28,Baby It's Cold Outside (with Michael Bublé),Idina Menzel,['Michael Bublé'],165,129,NaN,1,8115,Estonia,ee,0Ie5uiv54KgCr7P4sYDTHl,73Np75Wv2tju61Eo9Zw4IR
2023-12-28,Money Trees,Kendrick Lamar,['Jay Rock'],166,21,119,97,8078,Estonia,ee,2HbKqm4o0w5wEeEFXm2sD4,2YZyLoL8N0Wb9xBt1NhZWg
2023-12-28,Pink + White,Frank Ocean,[],167,67,136,38,8075,Estonia,ee,3xKsf9qdS1CyvXSMEid6g8,2h93pZq0e7k5yf4dywlkpM
2023-12-28,Christmas Tree Farm,Taylor Swift,[],168,111,NaN,1,8040,Estonia,ee,2mvabkN1i2gLnGAPUVdwek,06HL4z0CvFAxyc27GXpf02
2023-12-28,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,['Blake Shelton'],169,77,NaN,1,8021,Estonia,ee,2OQ6a4CfUeYskpTTgyawyJ,4yiQZ8tQPux8cPriYMWUFP
2023-12-28,Santa Baby,Ariana Grande,['Liz Gillies'],170,40,NaN,1,7986,Estonia,ee,6YJdPrH3i2POzu7hdHIRrb,66CXWjxzNUsdJxJ2JdwvnR
2023-12-28,Jimmy Cooks (feat. 21 Savage),Drake,['21 Savage'],171,7,147,80,7949,Estonia,ee,3F5CgOj3wFlRv51JsHbxhe,3TVXtAsR1Inumwj472S9r4
2023-12-28,vampire,Olivia Rodrigo,[],172,11,121,26,7933,Estonia,ee,1kuGVB7EU95pJObxwvfwKS,1McMsnEElThX1knmY4oliG
2023-12-28,Love Sosa,Chief Keef,[],173,134,137,6,7887,Estonia,ee,01Lr5YepbgjXAWR9iOEyH1,15iVAtD3s3FsQR4w1v6M0P
